JIMMAU_comp_0	04244e50d453a4ac8b3963b3cc7598ed36c3e9ea868866c9e12ef0f8a6a3ffe7	04244e50d453a4ac8b3963b3cc7598ed36c3e9ea868866c9e12ef0f8a6a3ffe7	98	98	-
JIVFOK_comp_0	73ce1a683200ea3a33904cb7d2850e603ef38a2d22fc2b67b03f3e31e90d6895	73ce1a683200ea3a33904cb7d2850e603ef38a2d22fc2b67b03f3e31e90d6895	113	113	eta
KELQOI_comp_0	23db0cae8d11d868f14f7b1e8314a5545171090e5be0f3e037de325df10b7aa1	23db0cae8d11d868f14f7b1e8314a5545171090e5be0f3e037de325df10b7aa1	153	153	-
KOVXIE_comp_0	2ffa00feb4f2bb5ebd8ee11525d67bfbe4eaddd145985023ca2af618c4faf6d7	2ffa00feb4f2bb5ebd8ee11525d67bfbe4eaddd145985023ca2af618c4faf6d7	59	59	-
LECSUJ_comp_0	e73791cb5fba3dfe773d2b2a170e3c37fae1181692551ae9ad2b693e88e49c14	e73791cb5fba3dfe773d2b2a170e3c37fae1181692551ae9ad2b693e88e49c14	60	60	-
LIMRIJ_comp_0	28dda2c4e8d1155cd5fe108b88bb81516683d26c41a521a198854a4d1372eb90	28dda2c4e8d1155cd5fe108b88bb81516683d26c41a521a198854a4d1372eb90	128	128	-
LOWXAW_comp_0	15b2cf3b18e4fc5f6c1e127fbdce40ad37fc7fc026447be8ceaed190bfe453c7	15b2cf3b18e4fc5f6c1e127fbdce40ad37fc7fc026447be8ceaed190bfe453c7	96	96	eta
LUVMIA_comp_0	ed3765544e4c1801f250fe9ae3b66f5778e1926170b8ec548cac3b047bceb95e	ed3765544e4c1801f250fe9ae3b66f5778e1926170b8ec548cac3b047bceb95e	79	79	-
MABKOQ_comp_0	c5158edb517e439f4808305bb4ed60a1d948966a2d84c3ea57df86bba772bbe7	c5158edb517e439f4808305bb4ed60a1d948966a2d84c3ea57df86bba772bbe7	96	96	-
MAQYEL_comp_0	fa0f4e83915db8740ca9d204147c1e21a7488ed84f54173f44765a3a3c32e05b	fa0f4e83915db8740ca9d204147c1e21a7488ed84f54173f44765a3a3c32e05b	103	103	-
MEKWEE_comp_0	acec25e475e47a637e09fdf59894530095ab3b87fa2655d2d5295d453bf9219d	acec25e475e47a637e09fdf59894530095ab3b87fa2655d2d5295d453bf9219d	182	182	-
MIKDOA_comp_0	19c4416b489f4256e6799dd3d7f7cc1ae0c9b3b7ec514dd6b25cc17866610eb8	19c4416b489f4256e6799dd3d7f7cc1ae0c9b3b7ec514dd6b25cc17866610eb8	116	116	eta
MULDAZ_comp_0	1839bef07c5ee1626b773d82c680b1e218545997154c60fb946996ab14fbd73b	1839bef07c5ee1626b773d82c680b1e218545997154c60fb946996ab14fbd73b	56	56	-
MUQLIV_comp_0	5014ffb8947ac55b1fe753bf909c5c7efd909e12c520742b291075515116335a	5014ffb8947ac55b1fe753bf909c5c7efd909e12c520742b291075515116335a	142	142	-
MUTYEG_comp_0	0d9e98d1bf9e55c2b611dc1fca7e92176021a1bb427b8715e6a89bb8eeb99cdd	0d9e98d1bf9e55c2b611dc1fca7e92176021a1bb427b8715e6a89bb8eeb99cdd	66	66	-
NIKSUY_comp_0	abf504d4d1a5e5af61d469b914a576ec5ee11288ddc87a172d44da1960459022	abf504d4d1a5e5af61d469b914a576ec5ee11288ddc87a172d44da1960459022	133	133	-
NOVMAO_comp_0	952e6111856d249c2aa460707f941365efd1b28b584d23bbfa3a3605f37b5147	952e6111856d249c2aa460707f941365efd1b28b584d23bbfa3a3605f37b5147	72	72	-
# MANIFEST_SHA256=7e8a4b0e99257e2147137bf184cef99fa37b3b38df956fa6d1496a74bea8d9f0
#DONE 62
